,result
0,0.05263424
1,0.05263421
2,0.05263421
3,0.05263421
4,0.05263424
5,0.05263424
6,0.05263424
7,0.05263424
8,0.05263424
9,0.05263421
10,0.05263421
11,0.05263424
12,0.05263421
13,0.05263421
14,0.05263421
15,0.05263424
16,0.05263424
17,0.05263424
18,0.05263421
19,0.05263424
20,0.05263424
21,0.05263424
22,0.05263421
23,0.05263424
24,0.05263421
25,0.05263424
26,0.05263424
27,0.05263421
28,0.05263424
29,0.05263424
30,0.05263424
31,0.05263421
32,0.05263421
33,0.05263421
34,0.05263421
35,0.05263421
36,0.05263424
37,0.05263424
38,0.05263421
39,0.05263424
40,0.05263424
41,0.05263421
42,0.05263424
43,0.05263421
44,0.05263424
45,0.05263424
46,0.05263424
47,0.05263421
48,0.05263424
49,0.05263424
50,0.05263424
51,0.05263421
52,0.05263424
53,0.05263421
54,0.05263424
55,0.05263421
56,0.05263424
57,0.05263421
58,0.05263424
59,0.05263421
60,0.05263424
61,0.05263424
62,0.05263421
63,0.05263421
64,0.05263424
65,0.05263424
66,0.05263424
67,0.05263424
68,0.05263421
69,0.05263424
70,0.05263424
71,0.05263424
72,0.05263424
73,0.05263424
74,0.05263421
75,0.05263421
76,0.05263421
77,0.05263421
78,0.05263424
79,0.05263421
80,0.05263424
81,0.05263424
82,0.05263421
83,0.05263424
84,0.05263421
85,0.05263421
86,0.05263424
87,0.05263421
88,0.05263424
89,0.05263421
90,0.05263424
91,0.05263421
92,0.05263421
93,0.05263424
94,0.05263421
95,0.05263424
96,0.05263424
97,0.05263424
98,0.05263424
99,0.05263424
100,0.05263421
101,0.05263424
102,0.05263421
103,0.05263424
104,0.05263421
105,0.05263424
106,0.05263421
107,0.05263421
108,0.05263424
109,0.05263424
110,0.05263424
111,0.05263421
112,0.05263424
113,0.05263421
114,0.05263421
115,0.05263424
116,0.05263421
117,0.05263421
118,0.05263421
119,0.05263421
120,0.05263424
121,0.05263424
122,0.05263424
123,0.05263421
124,0.05263421
125,0.05263424
126,0.05263421
127,0.05263421
128,0.05263424
129,0.05263424
130,0.05263424
131,0.05263424
132,0.05263424
133,0.05263421
134,0.05263421
135,0.05263421
136,0.05263424
137,0.05263424
138,0.05263421
139,0.05263421
140,0.05263424
141,0.05263421
142,0.05263424
143,0.05263424
144,0.05263424
145,0.05263421
146,0.05263421
147,0.05263421
148,0.05263424
149,0.05263424
150,0.05263421
151,0.05263421
152,0.05263421
153,0.05263424
154,0.05263424
155,0.05263424
156,0.05263421
157,0.05263421
158,0.05263424
159,0.05263421
160,0.05263424
161,0.05263421
162,0.05263424
163,0.05263421
164,0.05263421
165,0.05263424
166,0.05263424
167,0.05263424
168,0.05263424
169,0.05263424
170,0.05263424
171,0.05263421
172,0.05263424
173,0.05263424
174,0.05263424
175,0.05263424
176,0.05263421
177,0.05263424
178,0.05263424
179,0.05263424
180,0.05263424
181,0.05263421
182,0.05263421
183,0.05263424
184,0.05263421
185,0.05263424
186,0.05263421
187,0.05263424
188,0.05263424
189,0.05263424
190,0.05263424
191,0.05263424
192,0.05263424
193,0.05263421
194,0.05263424
195,0.05263424
196,0.05263421
197,0.05263424
198,0.05263421
199,0.05263424
200,0.05263424
201,0.05263424
202,0.05263421
203,0.05263421
204,0.05263421
205,0.05263424
206,0.05263421
207,0.05263424
208,0.05263424
209,0.05263421
210,0.05263421
211,0.05263424
212,0.05263424
213,0.05263424
214,0.05263424
215,0.05263424
216,0.05263424
217,0.05263424
218,0.05263424
219,0.05263421
220,0.05263424
221,0.05263424
222,0.05263424
223,0.05263424
224,0.05263424
225,0.05263421
226,0.05263421
227,0.05263421
228,0.05263424
229,0.05263421
230,0.05263424
231,0.05263424
232,0.05263424
233,0.05263421
234,0.05263424
235,0.05263424
236,0.05263421
237,0.05263424
238,0.05263424
239,0.05263424
240,0.05263424
241,0.05263421
242,0.05263424
243,0.05263421
244,0.05263424
245,0.05263424
246,0.05263424
247,0.05263424
248,0.05263424
249,0.05263421
250,0.05263424
251,0.05263424
252,0.05263421
253,0.05263421
254,0.05263421
255,0.05263424
256,0.05263424
257,0.05263424
258,0.05263424
259,0.05263424
260,0.05263424
261,0.05263421
262,0.05263421
263,0.05263421
264,0.05263424
265,0.05263421
266,0.05263424
267,0.05263424
268,0.05263424
269,0.05263424
270,0.05263421
271,0.05263424
