,result
218,0.020299554
219,0.020299584
220,0.020299554
221,0.020299554
222,0.020299554
223,0.020299554
224,0.020299554
225,0.020299554
226,0.020299554
227,0.020299524
228,0.020299524
229,0.020299554
230,0.020299524
231,0.020299554
232,0.020299554
233,0.020299524
234,0.020299554
235,0.020299554
236,0.020299524
237,0.020299584
238,0.020299554
239,0.020299554
240,0.020299554
241,0.020299524
242,0.020299524
243,0.020299554
244,0.020299554
245,0.020299554
246,0.020299584
247,0.020299554
248,0.020299554
249,0.020299524
250,0.020299584
251,0.020299554
252,0.020299524
253,0.020299554
254,0.020299554
255,0.020299554
256,0.020299554
257,0.020299554
258,0.020299554
259,0.020299584
260,0.020299554
261,0.020299554
262,0.020299554
263,0.020299584
264,0.020299554
265,0.020299524
266,0.020299584
267,0.020299524
268,0.020299554
269,0.020299524
270,0.020299524
271,0.020299554
272,0.020299554
273,0.020299554
274,0.020299584
275,0.020299554
276,0.020299554
277,0.020299554
278,0.020299524
279,0.020299524
280,0.020299554
281,0.020299554
282,0.020299524
283,0.020299554
284,0.020299524
285,0.020299554
286,0.020299584
287,0.020299524
288,0.020299554
289,0.020299554
290,0.020299554
291,0.020299524
292,0.020299584
293,0.020299524
294,0.020299584
295,0.020299524
296,0.020299554
297,0.020299584
298,0.020299584
299,0.020299554
300,0.020299524
301,0.020299554
302,0.020299524
303,0.020299524
304,0.020299554
305,0.020299554
306,0.020299524
307,0.020299554
308,0.020299554
309,0.020299524
310,0.020299524
311,0.020299554
312,0.020299554
313,0.020299554
314,0.020299524
315,0.020299524
316,0.020299554
317,0.020299554
318,0.020299554
319,0.020299554
320,0.020299524
321,0.020299554
322,0.020299554
323,0.020299554
324,0.020299524
325,0.020299554
326,0.020299584
327,0.020299554
328,0.020299554
329,0.020299584
330,0.020299554
331,0.020299554
332,0.020299584
333,0.020299524
334,0.020299524
335,0.020299554
336,0.020299554
337,0.020299554
338,0.020299524
339,0.020299554
340,0.020299524
341,0.020299554
342,0.020299554
343,0.020299554
344,0.020299554
345,0.020299584
346,0.020299554
347,0.020299524
348,0.020299554
349,0.020299554
350,0.020299554
351,0.020299554
352,0.020299554
353,0.020299554
354,0.020299524
355,0.020299554
356,0.020299524
357,0.020299584
358,0.020299524
359,0.020299554
360,0.020299554
361,0.020299554
362,0.020299554
363,0.020299554
364,0.020299554
365,0.020299524
366,0.020299554
367,0.020299554
368,0.020299524
369,0.020299554
370,0.020299554
371,0.020299554
372,0.020299554
373,0.020299584
374,0.020299524
375,0.020299554
376,0.020299554
377,0.020299554
378,0.020299554
379,0.020299554
380,0.020299554
381,0.020299554
382,0.020299554
383,0.020299524
384,0.020299584
385,0.020299524
386,0.020299554
387,0.020299554
388,0.020299554
389,0.020299554
390,0.020299554
391,0.020299554
392,0.020299584
393,0.020299554
394,0.020299554
395,0.020299554
396,0.020299584
397,0.020299524
398,0.020299554
399,0.020299584
400,0.020299554
401,0.020299524
402,0.020299554
403,0.020299554
404,0.020299554
405,0.020299524
406,0.020299554
407,0.020299524
408,0.020299554
409,0.020299554
410,0.020299524
411,0.020299584
412,0.020299524
413,0.020299524
414,0.020299554
415,0.020299554
416,0.020299554
417,0.020299554
418,0.020299554
419,0.020299524
420,0.020299554
421,0.020299554
422,0.020299554
423,0.020299524
424,0.020299554
425,0.020299554
426,0.020299554
427,0.020299554
428,0.020299554
429,0.020299554
430,0.020299554
431,0.020299554
432,0.020299554
433,0.020299584
434,0.020299554
435,0.020299554
436,0.020299554
437,0.020299554
438,0.020299554
439,0.020299524
440,0.020299524
441,0.020299554
442,0.020299554
443,0.020299524
444,0.020299554
445,0.020299524
446,0.020299554
447,0.020299554
448,0.020299524
449,0.020299554
450,0.020299584
451,0.020299584
452,0.020299554
453,0.020299554
454,0.020299584
455,0.020299554
456,0.020299554
457,0.020299554
458,0.020299524
459,0.020299554
460,0.020299584
461,0.020299554
462,0.020299524
463,0.020299554
464,0.020299554
465,0.020299554
466,0.020299554
467,0.020299554
468,0.020299554
469,0.020299554
470,0.020299524
471,0.020299554
472,0.020299584
473,0.020299554
474,0.020299554
475,0.020299524
476,0.020299554
477,0.020299554
478,0.020299554
479,0.020299554
480,0.020299554
481,0.020299554
482,0.020299554
483,0.020299554
484,0.020299554
485,0.020299554
486,0.020299524
487,0.020299554
488,0.020299524
489,0.020299554
490,0.020299554
491,0.020299554
492,0.020299524
493,0.020299524
494,0.020299524
495,0.020299524
496,0.020299554
497,0.020299524
498,0.020299554
499,0.020299524
500,0.020299524
501,0.020299554
502,0.020299584
503,0.020299524
504,0.020299554
505,0.020299524
506,0.020299524
507,0.020299554
508,0.020299554
509,0.020299584
510,0.020299554
511,0.020299584
512,0.020299554
513,0.020299554
514,0.020299554
515,0.020299554
516,0.020299554
517,0.020299524
518,0.020299554
519,0.020299554
520,0.020299554
521,0.020299554
522,0.020299554
523,0.020299524
524,0.020299554
525,0.020299554
526,0.020299554
527,0.020299554
528,0.020299554
529,0.020299524
530,0.020299554
531,0.020299554
532,0.020299554
533,0.020299524
534,0.020299554
535,0.020299584
536,0.020299584
537,0.020299554
538,0.020299524
539,0.020299584
540,0.020299554
541,0.020299554
542,0.020299554
543,0.020299554
544,0.020299524
545,0.020299554
546,0.020299524
547,0.020299524
548,0.020299554
549,0.020299554
550,0.020299554
551,0.020299554
552,0.020299554
553,0.020299524
554,0.020299584
555,0.020299524
556,0.020299554
557,0.020299554
558,0.020299524
559,0.020299554
560,0.020299554
561,0.020299584
562,0.020299524
563,0.020299554
564,0.020299554
565,0.020299524
566,0.020299584
567,0.020299554
568,0.020299554
569,0.020299554
570,0.020299584
571,0.020299524
572,0.020299584
573,0.020299524
574,0.020299554
575,0.020299554
576,0.020299524
577,0.020299554
578,0.020299554
579,0.020299524
580,0.020299554
581,0.020299584
582,0.020299554
583,0.020299584
584,0.020299584
585,0.020299554
586,0.020299524
587,0.020299554
588,0.020299554
589,0.020299524
590,0.020299524
591,0.020299554
592,0.020299554
593,0.020299554
594,0.020299524
595,0.020299554
596,0.020299554
597,0.020299524
598,0.020299584
599,0.020299524
600,0.020299554
601,0.020299524
602,0.020299554
603,0.020299554
604,0.020299584
605,0.020299554
606,0.020299524
607,0.020299554
608,0.020299554
609,0.020299554
610,0.020299524
611,0.020299554
612,0.020299554
613,0.020299584
614,0.020299554
615,0.020299554
616,0.020299524
617,0.020299524
618,0.020299554
619,0.020299584
620,0.020299554
621,0.020299554
622,0.020299554
623,0.020299554
624,0.020299554
625,0.020299554
626,0.020299524
627,0.020299554
628,0.020299554
629,0.020299554
630,0.020299554
631,0.020299554
632,0.020299524
633,0.020299554
634,0.020299584
635,0.020299524
636,0.020299554
637,0.020299524
638,0.020299554
639,0.020299554
640,0.020299554
641,0.020299554
642,0.020299524
643,0.020299524
644,0.020299554
645,0.020299554
646,0.020299584
647,0.020299584
648,0.020299554
649,0.020299554
650,0.020299584
651,0.020299554
652,0.020299554
653,0.020299554
654,0.020299554
655,0.020299554
656,0.020299554
657,0.020299584
658,0.020299524
659,0.020299554
660,0.020299554
661,0.020299554
662,0.020299524
663,0.020299554
664,0.020299554
665,0.020299524
666,0.020299524
667,0.020299554
668,0.020299554
669,0.020299554
670,0.020299554
671,0.020299554
672,0.020299524
673,0.020299554
674,0.020299524
675,0.020299554
676,0.020299554
677,0.020299554
678,0.020299554
679,0.020299524
680,0.020299524
681,0.020299554
682,0.020299554
683,0.020299524
684,0.020299554
685,0.020299524
686,0.020299524
687,0.020299554
688,0.020299554
689,0.020299554
690,0.020299554
691,0.020299554
692,0.020299554
693,0.020299524
694,0.020299554
695,0.020299554
696,0.020299554
697,0.020299554
698,0.020299524
699,0.020299554
700,0.020299554
701,0.020299524
702,0.020299554
703,0.020299554
704,0.020299524
705,0.020299554
706,0.020299524
707,0.020299524
708,0.020299554
709,0.020299554
710,0.020299524
711,0.020299554
712,0.020299524
713,0.020299554
714,0.020299554
715,0.020299524
716,0.020299524
717,0.020299524
718,0.020299554
719,0.020299554
720,0.020299584
721,0.020299524
722,0.020299554
723,0.020299554
724,0.020299524
725,0.020299524
726,0.020299524
727,0.020299554
728,0.020299554
729,0.020299554
730,0.020299524
731,0.020299554
732,0.020299524
733,0.020299584
734,0.020299554
735,0.020299554
736,0.020299554
737,0.020299584
738,0.020299524
739,0.020299524
740,0.020299554
741,0.020299554
742,0.020299554
743,0.020299524
744,0.020299524
745,0.020299524
746,0.020299524
747,0.020299554
748,0.020299554
749,0.020299554
750,0.020299554
751,0.020299584
752,0.020299554
753,0.020299554
754,0.020299524
755,0.020299584
756,0.020299554
757,0.020299584
758,0.020299554
759,0.020299554
760,0.020299524
761,0.020299584
762,0.020299554
763,0.020299554
764,0.020299554
765,0.020299554
766,0.020299554
767,0.020299554
768,0.020299554
769,0.020299524
770,0.020299554
771,0.020299554
772,0.020299584
773,0.020299554
774,0.020299524
775,0.020299554
776,0.020299554
777,0.020299554
778,0.020299554
779,0.020299524
780,0.020299554
781,0.020299524
782,0.020299554
783,0.020299554
784,0.020299554
785,0.020299584
786,0.020299524
787,0.020299554
788,0.020299554
789,0.020299584
790,0.020299554
791,0.020299524
792,0.020299524
793,0.020299554
794,0.020299554
795,0.020299554
796,0.020299554
797,0.020299554
798,0.020299554
799,0.020299584
800,0.020299554
801,0.020299554
802,0.020299554
803,0.020299554
804,0.020299584
805,0.020299554
806,0.020299554
807,0.020299554
808,0.020299554
809,0.020299554
810,0.020299524
811,0.020299554
812,0.020299554
813,0.020299554
814,0.020299584
815,0.020299554
816,0.020299524
817,0.020299554
818,0.020299554
819,0.020299554
820,0.020299584
821,0.020299524
822,0.020299554
823,0.020299554
824,0.020299554
825,0.020299554
826,0.020299554
827,0.020299554
828,0.020299524
829,0.020299524
830,0.020299554
831,0.020299554
832,0.020299554
833,0.020299524
834,0.020299524
835,0.020299554
836,0.020299554
837,0.020299554
838,0.020299554
839,0.020299524
840,0.020299554
841,0.020299524
842,0.020299554
843,0.020299554
844,0.020299524
845,0.020299554
846,0.020299554
847,0.020299554
848,0.020299554
849,0.020299524
850,0.020299524
851,0.020299554
852,0.020299524
853,0.020299554
854,0.020299524
855,0.020299584
856,0.020299524
857,0.020299554
858,0.020299554
859,0.020299554
860,0.020299554
861,0.020299524
862,0.020299554
863,0.020299554
864,0.020299524
865,0.020299554
866,0.020299524
867,0.020299554
868,0.020299524
869,0.020299554
870,0.020299554
871,0.020299524
872,0.020299554
873,0.020299584
874,0.020299584
875,0.020299524
876,0.020299524
877,0.020299554
878,0.020299524
879,0.020299554
880,0.020299554
881,0.020299524
882,0.020299554
883,0.020299584
884,0.020299524
885,0.020299524
886,0.020299554
887,0.020299524
888,0.020299524
889,0.020299524
890,0.020299524
891,0.020299554
892,0.020299584
893,0.020299554
894,0.020299554
895,0.020299554
896,0.020299554
897,0.020299554
898,0.020299554
899,0.020299524
900,0.020299554
901,0.020299584
902,0.020299524
903,0.020299524
904,0.020299584
905,0.020299554
906,0.020299554
907,0.020299524
908,0.020299554
909,0.020299524
910,0.020299584
911,0.020299524
912,0.020299524
913,0.020299554
914,0.020299554
915,0.020299554
916,0.020299524
917,0.020299554
918,0.020299554
919,0.020299554
920,0.020299524
921,0.020299554
922,0.020299524
923,0.020299584
924,0.020299554
925,0.020299554
926,0.020299524
927,0.020299524
928,0.020299554
929,0.020299554
930,0.020299554
931,0.020299554
932,0.020299524
933,0.020299554
934,0.020299524
935,0.020299554
936,0.020299554
937,0.020299554
938,0.020299554
939,0.020299554
940,0.020299524
941,0.020299554
942,0.020299554
943,0.020299554
944,0.020299524
945,0.020299524
946,0.020299554
947,0.020299554
948,0.020299554
949,0.020299584
950,0.020299524
951,0.020299554
952,0.020299554
953,0.020299554
954,0.020299554
955,0.020299524
956,0.020299554
957,0.020299554
958,0.020299554
959,0.020299524
960,0.020299524
961,0.020299554
962,0.020299524
963,0.020299554
964,0.020299524
965,0.020299554
966,0.020299524
967,0.020299554
968,0.020299554
969,0.020299584
970,0.020299524
971,0.020299524
972,0.020299554
973,0.020299554
974,0.020299554
975,0.020299554
976,0.020299524
977,0.020299554
978,0.020299554
979,0.020299554
980,0.020299554
981,0.020299584
982,0.020299584
983,0.020299524
984,0.020299554
985,0.020299554
986,0.020299524
987,0.020299524
988,0.020299584
989,0.020299554
990,0.020299554
991,0.020299524
992,0.020299554
993,0.020299554
994,0.020299524
995,0.020299524
996,0.020299554
997,0.020299524
998,0.020299524
999,0.020299584
1000,0.020299524
1001,0.020299584
1002,0.020299584
1003,0.020299554
1004,0.020299524
1005,0.020299554
1006,0.020299584
1007,0.020299524
1008,0.020299554
1009,0.020299554
1010,0.020299584
1011,0.020299554
1012,0.020299524
1013,0.020299554
1014,0.020299554
1015,0.020299524
1016,0.020299554
1017,0.020299554
1018,0.020299524
1019,0.020299554
1020,0.020299554
1021,0.020299554
1022,0.020299554
1023,0.020299554
1024,0.020299584
1025,0.020299554
1026,0.020299554
1027,0.020299554
1028,0.020299524
1029,0.020299554
1030,0.020299524
1031,0.020299524
1032,0.020299554
1033,0.020299524
1034,0.020299554
1035,0.020299554
1036,0.020299584
1037,0.020299524
1038,0.020299554
1039,0.020299524
1040,0.020299584
1041,0.020299524
1042,0.020299554
1043,0.020299554
1044,0.020299554
1045,0.020299554
1046,0.020299554
1047,0.020299584
1048,0.020299554
1049,0.020299524
1050,0.020299584
1051,0.020299584
1052,0.020299554
1053,0.020299554
1054,0.020299554
1055,0.020299554
1056,0.020299524
1057,0.020299554
1058,0.020299524
1059,0.020299554
1060,0.020299554
1061,0.020299584
1062,0.020299524
1063,0.020299554
1064,0.020299554
1065,0.020299524
1066,0.020299554
1067,0.020299524
1068,0.020299584
1069,0.020299584
1070,0.020299584
1071,0.020299554
1072,0.020299554
1073,0.020299554
1074,0.020299554
1075,0.020299554
1076,0.020299554
1077,0.020299554
1078,0.020299554
1079,0.020299554
1080,0.020299554
1081,0.020299554
1082,0.020299554
1083,0.020299554
1084,0.020299554
1085,0.020299524
1086,0.020299554
1087,0.020299524
1088,0.020299554
1089,0.020299524
1090,0.020299524
1091,0.020299554
1092,0.020299554
1093,0.020299524
1094,0.020299554
1095,0.020299524
1096,0.020299524
1097,0.020299554
1098,0.020299584
1099,0.020299524
1100,0.020299524
1101,0.020299554
1102,0.020299524
1103,0.020299554
1104,0.020299524
1105,0.020299554
1106,0.020299524
1107,0.020299554
1108,0.020299554
1109,0.020299524
1110,0.020299554
1111,0.020299554
1112,0.020299584
1113,0.020299554
1114,0.020299554
1115,0.020299584
1116,0.020299554
1117,0.020299554
1118,0.020299524
1119,0.020299554
1120,0.020299554
1121,0.020299554
1122,0.020299554
1123,0.020299554
1124,0.020299584
1125,0.020299554
1126,0.020299584
1127,0.020299554
1128,0.020299554
1129,0.020299524
1130,0.020299524
1131,0.020299554
1132,0.020299584
1133,0.020299584
1134,0.020299554
1135,0.020299524
1136,0.020299554
1137,0.020299554
1138,0.020299524
1139,0.020299554
1140,0.020299524
1141,0.020299554
1142,0.020299554
1143,0.020299584
1144,0.020299554
1145,0.020299554
1146,0.020299524
1147,0.020299554
1148,0.020299554
1149,0.020299524
1150,0.020299554
1151,0.020299524
1152,0.020299554
1153,0.020299524
1154,0.020299554
1155,0.020299554
1156,0.020299554
1157,0.020299554
1158,0.020299524
1159,0.020299554
1160,0.020299554
1161,0.020299554
1162,0.020299554
1163,0.020299554
1164,0.020299524
1165,0.020299554
1166,0.020299554
1167,0.020299524
1168,0.020299524
1169,0.020299613
1170,0.020299554
1171,0.020299554
1172,0.020299584
1173,0.020299554
1174,0.020299554
1175,0.020299584
1176,0.020299554
1177,0.020299584
1178,0.020299554
1179,0.020299554
1180,0.020299554
1181,0.020299554
1182,0.020299554
1183,0.020299554
1184,0.020299554
1185,0.020299524
1186,0.020299554
1187,0.020299554
1188,0.020299554
1189,0.020299524
1190,0.020299524
1191,0.020299524
1192,0.020299524
1193,0.020299554
1194,0.020299584
1195,0.020299554
1196,0.020299554
1197,0.020299554
1198,0.020299584
1199,0.020299524
1200,0.020299554
1201,0.020299524
1202,0.020299554
1203,0.020299554
1204,0.020299554
1205,0.020299584
1206,0.020299554
1207,0.020299554
1208,0.020299554
1209,0.020299524
1210,0.020299554
1211,0.020299554
1212,0.020299554
1213,0.020299524
1214,0.020299554
1215,0.020299554
1216,0.020299524
1217,0.020299554
1218,0.020299554
1219,0.020299524
1220,0.020299554
1221,0.020299554
1222,0.020299554
1223,0.020299584
1224,0.020299554
1225,0.020299554
1226,0.020299554
1227,0.020299554
1228,0.020299554
1229,0.020299554
1230,0.020299554
1231,0.020299524
1232,0.020299554
1233,0.020299524
1234,0.020299584
1235,0.020299524
1236,0.020299554
1237,0.020299524
1238,0.020299524
1239,0.020299524
1240,0.020299554
1241,0.020299554
1242,0.020299554
1243,0.020299554
1244,0.020299554
1245,0.020299554
1246,0.020299554
1247,0.020299584
1248,0.020299524
1249,0.020299554
1250,0.020299554
1251,0.020299554
1252,0.020299554
1253,0.020299554
1254,0.020299584
1255,0.020299524
1256,0.020299554
1257,0.020299554
1258,0.020299584
1259,0.020299554
1260,0.020299554
1261,0.020299554
1262,0.020299554
1263,0.020299554
1264,0.020299524
1265,0.020299554
1266,0.020299524
1267,0.020299524
1268,0.020299584
1269,0.020299554
1270,0.020299524
1271,0.020299524
1272,0.020299554
1273,0.020299554
1274,0.020299524
1275,0.020299554
1276,0.020299584
1277,0.020299524
1278,0.020299554
1279,0.020299554
1280,0.020299554
1281,0.020299524
1282,0.020299524
1283,0.020299554
1284,0.020299524
1285,0.020299584
1286,0.020299524
1287,0.020299554
1288,0.020299554
1289,0.020299554
1290,0.020299524
1291,0.020299524
1292,0.020299554
1293,0.020299554
1294,0.020299554
1295,0.020299554
1296,0.020299554
1297,0.020299524
1298,0.020299524
1299,0.020299554
1300,0.020299524
1301,0.020299584
1302,0.020299554
1303,0.020299554
1304,0.020299554
1305,0.020299554
1306,0.020299524
1307,0.020299554
1308,0.020299584
1309,0.020299554
1310,0.020299554
1311,0.020299554
1312,0.020299554
1313,0.020299584
1314,0.020299584
1315,0.020299554
1316,0.020299554
1317,0.020299554
1318,0.020299554
1319,0.020299554
1320,0.020299554
1321,0.020299554
1322,0.020299554
1323,0.020299524
1324,0.020299554
1325,0.020299554
1326,0.020299554
1327,0.020299554
1328,0.020299554
1329,0.020299554
1330,0.020299524
1331,0.020299524
1332,0.020299524
1333,0.020299554
1334,0.020299554
1335,0.020299524
1336,0.020299554
1337,0.020299524
1338,0.020299524
1339,0.020299554
1340,0.020299524
1341,0.020299554
1342,0.020299584
1343,0.020299524
1344,0.020299554
1345,0.020299524
1346,0.020299554
1347,0.020299554
1348,0.020299554
1349,0.020299554
1350,0.020299554
1351,0.020299524
1352,0.020299554
1353,0.020299554
1354,0.020299554
1355,0.020299554
1356,0.020299524
1357,0.020299524
1358,0.020299554
1359,0.020299554
1360,0.020299554
1361,0.020299554
1362,0.020299554
1363,0.020299554
1364,0.020299554
1365,0.020299554
1366,0.020299524
1367,0.020299554
1368,0.020299554
1369,0.020299554
1370,0.020299554
1371,0.020299524
1372,0.020299524
1373,0.020299554
1374,0.020299554
1375,0.020299524
1376,0.020299584
1377,0.020299554
1378,0.020299554
1379,0.020299554
1380,0.020299554
1381,0.020299613
1382,0.020299554
1383,0.020299554
1384,0.020299554
1385,0.020299554
1386,0.020299524
1387,0.020299554
1388,0.020299554
1389,0.020299554
1390,0.020299584
1391,0.020299554
1392,0.020299554
1393,0.020299554
1394,0.020299554
1395,0.020299554
1396,0.020299524
1397,0.020299524
1398,0.020299554
1399,0.020299524
1400,0.020299524
1401,0.020299554
1402,0.020299584
1403,0.020299554
1404,0.020299554
1405,0.020299554
1406,0.020299554
1407,0.020299554
1408,0.020299554
1409,0.020299524
1410,0.020299584
1411,0.020299554
1412,0.020299554
1413,0.020299554
1414,0.020299554
1415,0.020299554
1416,0.020299524
1417,0.020299554
1418,0.020299554
1419,0.020299554
1420,0.020299554
1421,0.020299554
1422,0.020299524
1423,0.020299584
1424,0.020299554
1425,0.020299554
1426,0.020299524
1427,0.020299524
1428,0.020299524
1429,0.020299584
1430,0.020299554
1431,0.020299524
1432,0.020299524
1433,0.020299524
1434,0.020299524
1435,0.020299554
1436,0.020299524
1437,0.020299554
1438,0.020299554
1439,0.020299554
1440,0.020299554
1441,0.020299524
1442,0.020299554
1443,0.020299584
1444,0.020299554
1445,0.020299554
1446,0.020299554
1447,0.020299554
1448,0.020299554
1449,0.020299554
1450,0.020299554
1451,0.020299554
1452,0.020299554
1453,0.020299554
1454,0.020299554
1455,0.020299554
1456,0.020299524
1457,0.020299554
1458,0.020299524
1459,0.020299554
1460,0.020299554
1461,0.020299584
1462,0.020299524
1463,0.020299524
1464,0.020299554
1465,0.020299524
1466,0.020299524
1467,0.020299554
1468,0.020299524
1469,0.020299524
1470,0.020299554
1471,0.020299554
1472,0.020299554
1473,0.020299554
1474,0.020299554
1475,0.020299554
1476,0.020299554
1477,0.020299524
1478,0.020299524
1479,0.020299554
1480,0.020299554
1481,0.020299584
1482,0.020299554
1483,0.020299524
1484,0.020299554
1485,0.020299554
1486,0.020299524
1487,0.020299584
1488,0.020299554
1489,0.020299524
1490,0.020299554
1491,0.020299554
1492,0.020299554
1493,0.020299554
1494,0.020299524
1495,0.020299554
1496,0.020299554
1497,0.020299524
1498,0.020299524
1499,0.020299554
1500,0.020299524
1501,0.020299584
1502,0.020299554
1503,0.020299524
1504,0.020299554
1505,0.020299554
1506,0.020299554
1507,0.020299554
1508,0.020299524
1509,0.020299554
1510,0.020299554
1511,0.020299554
1512,0.020299554
1513,0.020299554
1514,0.020299554
1515,0.020299554
1516,0.020299554
1517,0.020299554
1518,0.020299554
1519,0.020299554
1520,0.020299524
1521,0.020299554
1522,0.020299584
1523,0.020299524
1524,0.020299584
1525,0.020299584
1526,0.020299554
1527,0.020299524
1528,0.020299524
1529,0.020299554
1530,0.020299524
1531,0.020299554
1532,0.020299554
1533,0.020299554
1534,0.020299554
1535,0.020299584
1536,0.020299584
1537,0.020299554
1538,0.020299554
1539,0.020299524
1540,0.020299554
1541,0.020299554
1542,0.020299554
1543,0.020299584
1544,0.020299554
1545,0.020299554
1546,0.020299554
1547,0.020299554
1548,0.020299554
1549,0.020299524
1550,0.020299524
1551,0.020299554
1552,0.020299554
1553,0.020299524
1554,0.020299554
1555,0.020299554
1556,0.020299524
1557,0.020299554
1558,0.020299554
1559,0.020299524
1560,0.020299554
1561,0.020299554
1562,0.020299554
1563,0.020299554
1564,0.020299524
1565,0.020299524
1566,0.020299524
1567,0.020299554
1568,0.020299524
1569,0.020299554
1570,0.020299554
1571,0.020299554
1572,0.020299554
1573,0.020299524
1574,0.020299554
1575,0.020299524
1576,0.020299554
1577,0.020299554
1578,0.020299554
1579,0.020299554
1580,0.020299524
1581,0.020299554
1582,0.020299554
1583,0.020299584
1584,0.020299554
1585,0.020299554
1586,0.020299554
1587,0.020299554
1588,0.020299524
1589,0.020299554
1590,0.020299554
1591,0.020299554
1592,0.020299554
1593,0.020299554
1594,0.020299524
1595,0.020299554
1596,0.020299524
1597,0.020299554
1598,0.020299554
1599,0.020299554
1600,0.020299554
1601,0.020299554
1602,0.020299554
1603,0.020299524
1604,0.020299554
1605,0.020299554
1606,0.020299524
1607,0.020299524
1608,0.020299524
1609,0.020299554
1610,0.020299554
1611,0.020299554
1612,0.020299554
1613,0.020299554
1614,0.020299554
1615,0.020299554
1616,0.020299554
1617,0.020299524
1618,0.020299584
1619,0.020299524
1620,0.020299524
1621,0.020299524
1622,0.020299584
1623,0.020299554
1624,0.020299524
1625,0.020299554
1626,0.020299554
1627,0.020299554
1628,0.020299524
1629,0.020299584
1630,0.020299554
1631,0.020299554
1632,0.020299554
1633,0.020299524
1634,0.020299554
1635,0.020299584
1636,0.020299554
1637,0.020299554
1638,0.020299524
1639,0.020299524
1640,0.020299554
1641,0.020299524
1642,0.020299554
1643,0.020299554
1644,0.020299554
1645,0.020299524
1646,0.020299554
1647,0.020299524
1648,0.020299554
1649,0.020299554
1650,0.020299554
1651,0.020299524
1652,0.020299524
1653,0.020299554
1654,0.020299554
1655,0.020299524
1656,0.020299554
1657,0.020299554
1658,0.020299524
1659,0.020299554
1660,0.020299554
1661,0.020299524
1662,0.020299584
1663,0.020299554
1664,0.020299554
1665,0.020299554
