,result
0,0.018910736
1,0.018910736
2,0.018910736
3,0.018910736
4,0.018910736
5,0.018910736
6,0.018910736
7,0.018910736
8,0.018910736
9,0.018910736
10,0.018910736
11,0.018910736
12,0.018910736
13,0.018910736
14,0.018910736
15,0.018910736
16,0.018910736
17,0.018910736
18,0.018910736
19,0.018910736
20,0.018910736
21,0.018910736
22,0.018910736
23,0.018910736
24,0.018910736
25,0.018910736
26,0.018910736
27,0.018910736
28,0.018910736
29,0.018910736
30,0.018910736
31,0.018910736
32,0.018910736
33,0.018910736
34,0.018910736
35,0.018910736
36,0.018910736
37,0.018910736
38,0.018910736
39,0.018910736
40,0.018910736
41,0.018910736
42,0.018910736
43,0.018910736
44,0.018910736
45,0.018910736
46,0.018910736
47,0.018910736
48,0.018910736
49,0.018910736
50,0.018910736
51,0.018910736
52,0.018910736
53,0.018910736
54,0.018910736
55,0.018910736
56,0.018910736
57,0.018910736
58,0.018910736
59,0.018910736
60,0.018910736
61,0.018910736
62,0.018910736
63,0.018910736
64,0.018910736
65,0.018910736
66,0.018910736
67,0.018910736
68,0.018910736
69,0.018910736
70,0.018910736
71,0.018910736
72,0.018910736
73,0.018910736
74,0.018910736
75,0.018910736
76,0.018910736
77,0.018910736
78,0.018910736
79,0.018910736
80,0.018910736
81,0.018910736
82,0.018910736
83,0.018910736
84,0.018910736
85,0.018910736
86,0.018910736
87,0.018910736
88,0.018910736
89,0.018910736
90,0.018910736
91,0.018910736
92,0.018910736
93,0.018910736
94,0.018910736
95,0.018910736
96,0.018910736
97,0.018910736
98,0.018910736
99,0.018910736
100,0.018910736
101,0.018910736
102,0.018910736
103,0.018910736
104,0.018910736
105,0.018910736
106,0.018910736
107,0.018910736
108,0.018910736
109,0.018910736
110,0.018910736
111,0.018910736
112,0.018910736
113,0.018910736
114,0.018910736
115,0.018910736
116,0.018910736
117,0.018910736
118,0.018910736
119,0.018910736
120,0.018910736
121,0.018910736
122,0.018910736
123,0.018910736
124,0.018910736
125,0.018910736
126,0.018910736
127,0.018910736
128,0.018910736
129,0.018910736
130,0.018910736
131,0.018910736
132,0.018910736
133,0.018910736
134,0.018910736
135,0.018910736
136,0.018910736
137,0.018910736
138,0.018910736
139,0.018910736
140,0.018910736
141,0.018910736
142,0.018910736
143,0.018910736
144,0.018910736
145,0.018910736
146,0.018910736
147,0.018910736
148,0.018910736
149,0.018910736
150,0.018910736
151,0.018910736
152,0.018910736
153,0.018910736
154,0.018910736
155,0.018910736
156,0.018910736
157,0.018910736
158,0.018910736
159,0.018910736
160,0.018910736
161,0.018910736
162,0.018910736
163,0.018910736
164,0.018910736
165,0.018910736
166,0.018910736
167,0.018910736
168,0.018910736
169,0.018910736
170,0.018910736
171,0.018910736
172,0.018910736
173,0.018910736
174,0.018910736
175,0.018910736
176,0.018910736
177,0.018910736
178,0.018910736
179,0.018910736
180,0.018910736
181,0.018910736
182,0.018910736
183,0.018910736
184,0.018910736
185,0.018910736
186,0.018910736
187,0.018910736
188,0.018910736
189,0.018910736
190,0.018910736
191,0.018910736
192,0.018910736
193,0.018910736
194,0.018910736
195,0.018910736
196,0.018910736
197,0.018910736
198,0.018910736
199,0.018910736
200,0.018910736
201,0.018910736
202,0.018910736
