,result
0,0.014084369
1,0.014084369
2,0.014084399
3,0.014084399
4,0.014084399
5,0.014084369
6,0.014084369
7,0.014084399
8,0.014084369
9,0.014084339
10,0.014084369
11,0.014084369
12,0.014084399
13,0.014084399
14,0.014084369
15,0.014084369
16,0.014084369
17,0.014084369
18,0.014084369
19,0.014084369
20,0.014084399
21,0.014084399
22,0.014084399
23,0.014084399
24,0.014084369
25,0.014084369
26,0.014084369
27,0.014084399
28,0.014084399
29,0.014084369
30,0.014084399
31,0.014084369
32,0.014084399
33,0.014084399
34,0.014084369
35,0.014084369
36,0.014084369
37,0.014084369
38,0.014084369
39,0.014084369
40,0.014084399
41,0.014084369
42,0.014084399
43,0.014084399
44,0.014084369
45,0.014084399
46,0.014084369
47,0.014084369
48,0.014084369
49,0.014084369
50,0.014084369
51,0.014084369
52,0.014084369
53,0.014084369
54,0.014084369
55,0.014084399
56,0.014084369
57,0.014084399
58,0.014084369
59,0.014084399
60,0.014084369
61,0.014084399
62,0.014084369
63,0.014084399
64,0.014084369
65,0.014084369
66,0.014084369
67,0.014084369
68,0.014084399
69,0.014084369
70,0.014084369
71,0.014084399
72,0.014084399
73,0.014084399
74,0.014084399
75,0.014084369
76,0.014084369
77,0.014084399
78,0.014084369
79,0.014084369
80,0.014084399
81,0.014084369
82,0.014084369
83,0.014084369
84,0.014084369
85,0.014084369
86,0.014084369
87,0.014084399
88,0.014084399
89,0.014084399
90,0.014084399
91,0.014084369
92,0.014084369
93,0.014084399
94,0.014084399
95,0.014084399
96,0.014084369
97,0.014084369
98,0.014084369
99,0.014084399
100,0.014084369
101,0.014084369
102,0.014084369
103,0.014084369
104,0.014084369
105,0.014084369
106,0.014084399
107,0.014084369
108,0.014084369
109,0.014084399
110,0.014084369
111,0.014084369
112,0.014084369
113,0.014084399
114,0.014084369
115,0.014084369
116,0.014084369
117,0.014084369
118,0.014084369
119,0.014084399
120,0.014084369
121,0.014084369
122,0.014084399
123,0.014084369
124,0.014084399
125,0.014084369
126,0.014084369
127,0.014084369
128,0.014084369
129,0.014084369
130,0.014084369
131,0.014084369
132,0.014084369
133,0.014084369
134,0.014084399
135,0.014084369
136,0.014084369
137,0.014084369
