,result
0,0.015071094
1,0.015072614
2,0.015036941
3,0.015069604
4,0.014798164
5,0.015071094
6,0.015334785
7,0.015052438
8,0.015071094
9,0.014893413
10,0.015087485
11,0.015071094
12,0.015029103
13,0.016282946
14,0.015543044
15,0.015257299
16,0.015071094
17,0.015071094
18,0.015069991
19,0.015071094
20,0.015647829
21,0.015068561
22,0.015055239
23,0.0148432255
24,0.01506117
25,0.015071094
26,0.015071094
27,0.015013009
28,0.015071094
29,0.015071094
30,0.015009075
31,0.01507175
32,0.015071094
33,0.014745593
34,0.015071094
35,0.01503101
36,0.015071094
37,0.015071094
38,0.015063375
39,0.015071094
40,0.015167743
41,0.015071094
42,0.01505813
43,0.014839053
44,0.015075058
45,0.0154465735
46,0.015461355
47,0.015042782
48,0.015071094
49,0.015071094
50,0.015071094
51,0.014811397
52,0.015071094
53,0.015055954
54,0.015090555
55,0.01506871
56,0.015406966
57,0.015020341
58,0.015071094
59,0.015045106
60,0.015409648
61,0.015071094
62,0.015071094
63,0.015040308
64,0.015063107
65,0.015071094
66,0.015075684
67,0.015071094
68,0.015057743
69,0.01563844
70,0.015071094
71,0.015071094
72,0.0150824785
73,0.014759272
74,0.015045971
75,0.015109807
76,0.014787227
77,0.015030265
78,0.015071094
79,0.015060604
80,0.015071094
81,0.015062898
82,0.015046775
83,0.015047133
84,0.0150645375
85,0.0148257315
86,0.015071094
87,0.015050679
88,0.015071094
89,0.015121102
90,0.014804095
91,0.015051663
92,0.01506871
93,0.015063852
94,0.015025616
95,0.014880657
96,0.015071094
97,0.015061885
98,0.015071094
99,0.015071094
100,0.015056789
101,0.015071094
102,0.015044719
103,0.01514554
104,0.014964014
105,0.015004009
106,0.015021056
107,0.014835596
108,0.015045315
109,0.015002549
110,0.015071094
111,0.015071303
112,0.015071094
113,0.01508522
114,0.015061438
115,0.015071094
116,0.014979988
117,0.014949858
118,0.015070349
119,0.015045494
120,0.015278041
121,0.0152955055
122,0.015071094
123,0.015071094
124,0.015094638
125,0.015034467
126,0.015013874
127,0.015071094
128,0.015071094
129,0.015071094
130,0.015071601
131,0.015071094
132,0.01544404
133,0.015069395
134,0.015045881
135,0.015071094
136,0.0150485635
137,0.015071094
138,0.015058398
139,0.01505661
140,0.015071094
141,0.015071094
142,0.015071094
143,0.015071094
144,0.015071094
145,0.015062898
146,0.0150158405
147,0.015012622
148,0.015229374
149,0.015071094
150,0.0147586465
151,0.014910251
152,0.015068948
153,0.015036374
154,0.015071094
155,0.015337199
156,0.015022427
157,0.015013456
158,0.01522246
159,0.015010983
160,0.015223563
161,0.015050858
162,0.015317768
163,0.015071094
164,0.015074432
165,0.015409529
166,0.015071094
167,0.015390366
168,0.014824003
169,0.015024006
170,0.015071094
171,0.015051603
172,0.015071094
173,0.015071094
174,0.015058786
175,0.015071094
176,0.015071094
