,result
0,0.01826951
1,0.01826951
2,0.01826951
3,0.01826951
4,0.01826951
5,0.01826951
6,0.01826951
7,0.01826951
8,0.01826951
9,0.01826951
10,0.01826951
11,0.01826951
12,0.01826945
13,0.01826951
14,0.01826948
15,0.01826951
16,0.01826951
17,0.01826951
18,0.01826951
19,0.01826951
20,0.01826951
21,0.01826951
22,0.01826951
23,0.01826951
24,0.01826951
25,0.01826951
26,0.01826951
27,0.01826951
28,0.01826951
29,0.01826951
30,0.01826951
31,0.01826951
32,0.01826951
33,0.01826951
34,0.01826951
35,0.01826951
36,0.01826951
37,0.01826951
38,0.01826951
39,0.01826951
40,0.01826951
41,0.01826951
42,0.01826951
43,0.01826951
44,0.01826951
45,0.01826951
46,0.01826951
47,0.01826951
48,0.01826951
49,0.01826951
50,0.01826951
51,0.01826951
52,0.01826951
53,0.01826951
54,0.01826951
55,0.01826951
56,0.01826951
57,0.01826951
58,0.01826951
59,0.01826951
60,0.01826951
61,0.01826951
62,0.01826951
63,0.01826951
64,0.01826951
65,0.01826951
66,0.01826951
67,0.01826951
68,0.01826951
69,0.01826948
70,0.01826951
71,0.01826951
72,0.01826951
73,0.01826951
74,0.01826951
75,0.01826951
76,0.01826951
77,0.01826951
78,0.01826951
79,0.01826951
80,0.01826951
81,0.01826951
82,0.01826951
83,0.01826951
84,0.01826951
85,0.01826951
86,0.01826951
87,0.01826951
88,0.01826951
89,0.01826951
90,0.01826951
91,0.01826951
92,0.01826951
93,0.01826951
94,0.01826951
95,0.01826951
96,0.01826951
97,0.01826951
98,0.01826951
99,0.01826951
100,0.01826951
101,0.01826951
102,0.01826951
103,0.01826951
104,0.01826951
105,0.01826951
106,0.01826951
107,0.01826951
108,0.01826951
109,0.01826951
110,0.01826951
111,0.01826951
112,0.01826951
113,0.01826951
114,0.01826951
115,0.01826951
116,0.01826951
117,0.01826951
118,0.01826951
119,0.01826951
120,0.01826951
121,0.01826951
122,0.01826951
123,0.01826951
124,0.01826951
125,0.01826951
126,0.01826951
127,0.01826945
128,0.01826951
129,0.01826951
130,0.01826951
131,0.01826951
132,0.01826951
133,0.01826951
134,0.01826951
135,0.01826951
136,0.01826951
137,0.01826951
138,0.01826951
139,0.01826951
140,0.01826951
141,0.01826951
142,0.01826951
143,0.01826951
144,0.01826951
145,0.01826951
146,0.01826951
147,0.01826951
148,0.01826951
149,0.01826951
150,0.01826951
151,0.01826951
152,0.01826951
153,0.01826951
154,0.01826951
155,0.01826951
156,0.01826951
157,0.01826951
158,0.01826951
159,0.01826951
160,0.01826951
161,0.01826951
162,0.01826951
163,0.01826951
164,0.01826951
165,0.01826951
166,0.01826951
167,0.01826951
168,0.01826951
169,0.01826948
170,0.01826951
171,0.01826951
172,0.01826951
173,0.01826951
174,0.01826951
175,0.01826951
176,0.01826951
177,0.01826951
178,0.01826951
179,0.01826951
180,0.01826951
181,0.01826945
182,0.01826951
183,0.01826951
184,0.01826951
185,0.01826951
186,0.01826951
187,0.01826951
188,0.01826951
189,0.01826951
190,0.01826951
191,0.01826951
192,0.01826951
193,0.01826951
194,0.01826951
195,0.01826951
196,0.01826951
197,0.01826948
198,0.01826951
199,0.01826951
200,0.01826951
201,0.01826951
202,0.01826951
203,0.01826951
204,0.01826951
205,0.01826951
206,0.01826951
207,0.01826951
208,0.01826951
209,0.01826951
210,0.01826951
211,0.01826951
212,0.01826951
213,0.01826951
214,0.01826951
215,0.01826951
216,0.01826951
217,0.01826948
218,0.01826951
219,0.01826951
220,0.01826951
221,0.01826951
222,0.01826951
223,0.01826951
224,0.01826951
225,0.01826951
226,0.01826951
227,0.01826951
228,0.01826951
229,0.01826951
230,0.01826951
231,0.01826951
232,0.01826951
233,0.01826951
234,0.01826951
235,0.01826951
236,0.01826951
237,0.01826951
238,0.01826951
239,0.01826951
240,0.01826951
241,0.01826951
242,0.01826951
243,0.01826951
244,0.01826951
245,0.01826951
246,0.01826951
247,0.01826951
248,0.01826951
249,0.01826951
250,0.01826951
251,0.01826951
252,0.01826951
253,0.01826951
254,0.01826951
255,0.01826951
256,0.01826951
257,0.01826951
258,0.01826951
259,0.01826951
260,0.01826951
261,0.01826951
262,0.01826951
263,0.01826951
264,0.01826951
265,0.01826951
266,0.01826951
267,0.01826951
268,0.01826951
269,0.01826951
270,0.01826951
271,0.01826951
272,0.01826951
273,0.01826951
274,0.01826951
275,0.01826951
276,0.01826951
277,0.01826951
278,0.01826951
279,0.01826951
280,0.01826951
281,0.01826951
282,0.01826948
283,0.01826945
284,0.01826951
285,0.01826951
286,0.01826951
287,0.01826951
288,0.01826951
289,0.01826951
290,0.01826951
291,0.01826951
292,0.01826951
293,0.01826951
294,0.01826951
295,0.01826951
296,0.01826951
297,0.01826951
298,0.01826951
299,0.01826951
300,0.01826951
301,0.01826951
302,0.01826951
303,0.01826951
304,0.01826951
305,0.01826951
306,0.01826951
307,0.01826951
308,0.01826951
309,0.01826951
310,0.01826951
311,0.01826951
312,0.01826951
313,0.01826951
314,0.01826951
315,0.01826951
316,0.01826951
317,0.01826951
318,0.01826951
319,0.01826951
320,0.01826951
321,0.01826951
322,0.01826951
323,0.01826951
324,0.01826951
325,0.01826951
326,0.01826951
327,0.01826951
328,0.01826951
329,0.01826951
330,0.01826951
331,0.01826951
332,0.01826951
333,0.01826951
334,0.01826951
335,0.01826951
336,0.01826951
337,0.01826951
338,0.01826951
339,0.01826951
340,0.01826951
341,0.01826951
342,0.01826951
343,0.01826951
344,0.01826951
345,0.01826951
346,0.01826951
347,0.01826951
348,0.01826951
349,0.01826951
350,0.01826945
351,0.01826951
352,0.01826951
353,0.01826951
354,0.01826951
355,0.01826951
356,0.01826951
357,0.01826951
358,0.01826951
359,0.01826951
360,0.01826951
361,0.01826951
362,0.01826951
363,0.01826951
364,0.01826951
365,0.01826951
366,0.01826951
367,0.01826951
368,0.01826951
369,0.01826951
370,0.01826951
371,0.01826951
372,0.01826951
373,0.01826951
374,0.01826951
375,0.01826951
376,0.01826951
377,0.01826951
378,0.01826951
379,0.01826951
380,0.01826951
381,0.01826951
382,0.01826951
383,0.01826951
384,0.01826951
385,0.01826951
386,0.01826951
387,0.01826951
388,0.01826951
389,0.01826951
390,0.01826951
391,0.01826951
392,0.01826948
393,0.01826951
394,0.01826951
395,0.01826951
396,0.01826951
397,0.01826951
398,0.01826951
399,0.01826951
400,0.01826951
401,0.01826951
402,0.01826951
403,0.01826951
404,0.01826951
405,0.01826951
406,0.01826951
407,0.01826951
408,0.01826951
409,0.01826951
410,0.01826951
411,0.01826951
412,0.01826951
413,0.01826951
414,0.01826951
415,0.01826951
416,0.01826951
417,0.01826951
418,0.01826951
419,0.01826951
420,0.01826951
421,0.01826951
422,0.01826951
423,0.01826951
424,0.01826951
425,0.01826951
426,0.01826951
427,0.01826951
428,0.01826951
429,0.01826951
430,0.01826951
431,0.01826948
432,0.01826951
433,0.01826951
434,0.01826951
435,0.01826951
436,0.01826951
437,0.01826951
438,0.01826951
439,0.01826951
440,0.01826951
441,0.01826951
442,0.01826951
443,0.01826951
444,0.01826951
445,0.01826951
446,0.01826951
447,0.01826951
448,0.01826951
449,0.01826951
450,0.01826951
451,0.01826951
452,0.01826951
453,0.01826951
454,0.01826951
455,0.01826951
456,0.01826951
457,0.01826951
458,0.01826951
459,0.01826951
460,0.01826951
461,0.01826951
462,0.01826951
463,0.01826951
464,0.01826951
465,0.01826951
466,0.01826951
467,0.01826951
468,0.01826951
469,0.01826951
470,0.01826948
471,0.01826951
472,0.01826951
473,0.01826951
474,0.01826951
475,0.01826951
476,0.01826951
477,0.01826951
478,0.01826951
479,0.01826951
480,0.01826951
481,0.01826951
482,0.01826951
483,0.01826951
484,0.01826951
485,0.01826951
486,0.01826951
487,0.01826951
488,0.01826951
489,0.01826951
490,0.01826951
491,0.01826951
492,0.01826951
493,0.01826951
494,0.01826951
495,0.01826951
496,0.01826951
497,0.01826951
498,0.01826948
499,0.01826951
500,0.01826951
501,0.01826951
502,0.01826951
503,0.01826951
504,0.01826951
505,0.01826951
506,0.01826945
507,0.01826951
508,0.01826951
509,0.01826951
510,0.01826951
511,0.01826951
512,0.01826951
513,0.01826951
514,0.01826951
515,0.01826951
516,0.01826951
517,0.01826951
518,0.01826951
519,0.01826951
520,0.01826951
521,0.01826951
522,0.01826951
523,0.01826951
524,0.01826951
525,0.01826951
526,0.01826951
527,0.01826951
528,0.01826951
529,0.01826951
530,0.01826951
531,0.01826951
532,0.01826951
533,0.01826951
534,0.01826951
535,0.01826951
536,0.01826951
537,0.01826951
538,0.01826951
539,0.01826951
540,0.01826951
541,0.01826951
542,0.01826945
543,0.01826951
544,0.01826951
545,0.01826951
546,0.01826951
547,0.01826951
548,0.01826951
549,0.01826951
550,0.01826951
551,0.01826951
552,0.01826951
553,0.01826951
554,0.01826951
555,0.01826951
556,0.01826951
557,0.01826951
558,0.01826951
559,0.01826951
560,0.01826951
561,0.01826951
562,0.01826951
563,0.01826951
564,0.01826951
565,0.01826951
566,0.01826951
567,0.01826951
568,0.01826951
569,0.01826951
570,0.01826951
571,0.01826951
572,0.01826951
573,0.01826951
574,0.01826951
575,0.01826951
576,0.01826951
577,0.01826951
578,0.01826951
579,0.01826951
580,0.01826951
581,0.01826951
582,0.01826951
583,0.01826951
584,0.01826951
585,0.01826951
586,0.01826951
587,0.01826951
588,0.01826951
589,0.01826951
590,0.01826951
591,0.01826951
592,0.01826951
593,0.01826951
594,0.01826951
595,0.01826951
596,0.01826951
597,0.01826951
598,0.01826951
599,0.01826951
600,0.01826951
601,0.01826951
602,0.01826951
603,0.01826951
604,0.01826951
605,0.01826951
606,0.01826951
607,0.01826951
608,0.01826951
609,0.01826951
610,0.01826951
611,0.01826951
612,0.01826951
613,0.01826951
614,0.01826951
615,0.01826951
616,0.01826951
617,0.01826951
618,0.01826951
619,0.01826951
620,0.01826951
621,0.01826951
622,0.01826951
623,0.01826951
624,0.01826951
625,0.01826951
626,0.01826951
627,0.01826951
628,0.01826951
629,0.01826951
630,0.01826951
631,0.01826951
632,0.01826951
633,0.01826951
634,0.01826951
635,0.01826951
636,0.01826951
637,0.01826951
638,0.01826951
639,0.01826951
640,0.01826951
641,0.01826951
642,0.01826951
