,result
0,0.015690148
1,0.015920252
2,0.015024245
3,0.015426159
4,0.016038477
5,0.015681654
6,0.016036958
7,0.015406758
8,0.01571837
9,0.015865296
10,0.0155195
11,0.015532315
12,0.014823824
13,0.015462548
14,0.017132461
15,0.016074806
16,0.015700877
17,0.015724957
18,0.015455633
19,0.015725404
20,0.014960885
21,0.015818298
22,0.015370369
23,0.01598838
24,0.015445292
25,0.015728563
26,0.015726566
27,0.015092552
28,0.015652776
29,0.0157246
30,0.016107976
31,0.015457898
32,0.01553002
33,0.01616484
34,0.015507579
35,0.015089184
36,0.015683353
37,0.015648574
38,0.0154441
39,0.0157201
40,0.015410602
41,0.015592456
42,0.0156762
43,0.016063213
44,0.01539135
45,0.015998155
46,0.01601252
47,0.01529637
48,0.015699
49,0.015707254
50,0.015672058
51,0.016046464
52,0.015725315
53,0.015386373
54,0.01610592
55,0.015417337
56,0.016025424
57,0.014782786
58,0.015682518
59,0.015182227
60,0.01600638
61,0.015513957
62,0.0156237185
63,0.01491788
64,0.015488952
65,0.015729219
66,0.015521139
67,0.01565978
68,0.015398592
69,0.01651153
70,0.015723586
71,0.015659392
72,0.01565224
73,0.016136795
74,0.01512146
75,0.015545011
76,0.016048878
77,0.015109003
78,0.015719295
79,0.015440047
80,0.0155367255
81,0.015508801
82,0.01537469
83,0.015613049
84,0.015431434
85,0.014070272
86,0.015685469
87,0.0153006315
88,0.01571539
89,0.015016586
90,0.01603651
91,0.015175849
92,0.015447259
93,0.015327811
94,0.015036434
95,0.016086042
96,0.015688807
97,0.015486062
98,0.015668422
99,0.015593767
100,0.015438169
101,0.015717596
102,0.014749199
103,0.016112596
104,0.0148509145
105,0.015543997
106,0.014967322
107,0.016039342
108,0.01557976
109,0.016070336
110,0.015736103
111,0.015484542
112,0.01572749
113,0.015408397
114,0.015517443
115,0.015634239
116,0.016049713
117,0.01611352
118,0.015472382
119,0.015250862
120,0.016055077
121,0.016055584
122,0.015488774
123,0.015668422
124,0.01518923
125,0.016094565
126,0.014937669
127,0.015593737
128,0.015713602
129,0.01569298
130,0.015445113
131,0.015643626
132,0.015976787
133,0.01543048
134,0.015404552
135,0.015496939
136,0.015101224
137,0.015718311
138,0.0151644945
139,0.015320629
140,0.015716434
141,0.015628338
142,0.015728533
143,0.015618771
144,0.015691578
145,0.015373319
146,0.014860451
147,0.014996499
148,0.016082913
149,0.015678287
150,0.01589492
151,0.016053915
152,0.014989257
153,0.01554352
154,0.015720546
155,0.016037732
156,0.014853895
157,0.014929265
158,0.016084403
159,0.015437961
160,0.016082555
161,0.015224427
162,0.016043127
163,0.015564948
164,0.01546827
165,0.016005248
166,0.015712023
167,0.016010761
168,0.016065896
169,0.017401159
170,0.015741259
171,0.01543799
172,0.015733182
173,0.015725702
174,0.015454888
175,0.01572588
176,0.015520543
177,0.01570794
178,0.015238106
179,0.016008288
180,0.016019076
181,0.014572471
182,0.0153948665
183,0.015455604
184,0.01490742
185,0.015719414
186,0.015604228
187,0.015725851
188,0.01552102
189,0.015717864
190,0.015720278
191,0.015549988
192,0.015547484
193,0.014561206
194,0.016043544
195,0.015680641
196,0.015523493
197,0.01646334
198,0.015349984
199,0.0153597
200,0.015236735
201,0.01571542
202,0.015471339
203,0.015154421
204,0.014978766
205,0.015627444
206,0.015408248
207,0.01521796
208,0.015737563
209,0.01542756
210,0.015356123
211,0.01573658
212,0.015639782
213,0.015726417
214,0.016079873
215,0.015718877
216,0.015477568
217,0.017328113
218,0.015544921
219,0.015158236
220,0.015687555
221,0.015677929
222,0.015717328
223,0.015721858
224,0.015704095
225,0.015328914
226,0.015429467
227,0.015011907
228,0.015137017
229,0.015478075
230,0.015130669
231,0.015678793
232,0.015684366
233,0.015348852
234,0.015686989
235,0.015728056
236,0.016131341
237,0.015997231
238,0.01556012
239,0.016097218
240,0.015749365
241,0.015007287
242,0.015663654
243,0.015658379
244,0.015714288
245,0.015684664
246,0.016048282
247,0.015566766
248,0.015723467
249,0.015945345
250,0.016024143
251,0.015473157
252,0.015213072
253,0.015342325
254,0.015092701
255,0.015710205
256,0.0157215
257,0.015722394
258,0.015716434
259,0.015998274
260,0.0155375
261,0.015620112
262,0.015144378
263,0.016063452
264,0.015662104
265,0.015337914
266,0.01586029
267,0.015658349
268,0.015547663
269,0.01589188
270,0.014979005
271,0.015738755
272,0.015235931
273,0.015704095
274,0.016100258
275,0.015726417
276,0.015728146
277,0.015691727
278,0.015439957
279,0.016042054
280,0.015478283
281,0.015527308
282,0.016977042
283,0.015070409
284,0.01576662
285,0.01573947
286,0.016056001
287,0.01591298
288,0.015714526
289,0.015571445
290,0.015692383
291,0.016016424
292,0.01535362
293,0.015244871
294,0.016062945
295,0.015945226
296,0.015726447
297,0.015983611
298,0.016003191
299,0.016125947
300,0.015429586
301,0.015643477
302,0.015565753
303,0.016038716
304,0.015461475
305,0.015680015
306,0.015176326
307,0.015676856
308,0.015630364
309,0.01565525
310,0.015222013
311,0.015492529
312,0.01568368
313,0.015378863
314,0.014932841
315,0.015533537
316,0.015608877
317,0.015261948
318,0.015443414
319,0.015025705
320,0.015206635
321,0.015564203
322,0.01567313
323,0.015581727
324,0.014892012
325,0.015617788
326,0.015999258
327,0.015312374
328,0.015522301
329,0.015044689
330,0.016074657
331,0.015451759
332,0.016019046
333,0.015184939
334,0.016001344
335,0.015724361
336,0.015360504
337,0.015405059
338,0.015177071
339,0.015453637
340,0.015764564
341,0.015577257
342,0.015667498
343,0.015513122
344,0.015726835
345,0.014840543
346,0.015711576
347,0.016057044
348,0.015718132
349,0.015255421
350,0.015999675
351,0.015516102
352,0.015486985
353,0.015594602
354,0.015480489
355,0.015291095
356,0.015346974
357,0.01609698
358,0.015347749
359,0.015719563
360,0.01564458
361,0.015456319
362,0.014898002
363,0.015678406
364,0.01572752
365,0.015062571
366,0.015618324
367,0.015726417
368,0.015165448
369,0.015548557
370,0.015657008
371,0.015735209
372,0.015604407
373,0.0153028965
374,0.015274286
375,0.015724689
376,0.015628695
377,0.015655696
378,0.015668958
379,0.01568371
380,0.015572399
381,0.015722215
382,0.015631467
383,0.016117394
384,0.015966624
385,0.014795661
386,0.015685678
387,0.015616596
388,0.015696526
389,0.0153031945
390,0.015718937
391,0.015564144
392,0.016508669
393,0.015730739
394,0.015457183
395,0.015728056
396,0.015997767
397,0.015952975
398,0.0154057145
399,0.014803857
400,0.015740275
401,0.015458286
402,0.015529633
403,0.0154465735
404,0.015662044
405,0.015258729
406,0.015033066
407,0.015209436
408,0.016049594
409,0.015707105
410,0.015314162
411,0.016059458
412,0.014893711
413,0.015660644
414,0.015728533
415,0.014918268
416,0.015719622
417,0.015156746
418,0.015725285
419,0.015305251
420,0.015722841
421,0.015723377
422,0.015740037
423,0.01521036
424,0.015467137
425,0.015593886
426,0.0154803395
427,0.015687585
428,0.015484065
429,0.015536904
430,0.015429705
431,0.016451389
432,0.015490472
433,0.015538633
434,0.015461594
435,0.015722096
436,0.015450269
437,0.016029805
438,0.01545614
439,0.015504599
440,0.015560001
441,0.015710652
442,0.015431732
443,0.015230596
444,0.015734196
445,0.015115559
446,0.015459955
447,0.015538335
448,0.0153493285
449,0.015669316
450,0.016040951
451,0.014939129
452,0.015599042
453,0.015330762
454,0.015075475
455,0.015477717
456,0.01572901
457,0.015367061
458,0.01608032
459,0.015454739
460,0.015961349
461,0.01567471
462,0.014979988
463,0.015719265
464,0.015723586
465,0.015676677
466,0.01564613
467,0.015247434
468,0.015435964
469,0.015718818
470,0.017920047
471,0.01561296
472,0.016082823
473,0.015112013
474,0.0154519975
475,0.016031384
476,0.015740097
477,0.015703619
478,0.015480757
479,0.015726417
480,0.015716642
481,0.015724033
482,0.015513957
483,0.015168846
484,0.014852971
485,0.01571846
486,0.0147948265
487,0.015677452
488,0.015232593
489,0.015723258
490,0.015659332
491,0.015699565
492,0.016126215
493,0.015450418
494,0.015122294
495,0.01516217
496,0.015425473
497,0.015488356
498,0.018802792
499,0.015203387
500,0.015638947
501,0.015221924
502,0.016035676
503,0.016055793
504,0.01570934
505,0.014908552
506,0.014831781
507,0.015685737
508,0.016020447
509,0.015996963
510,0.015613109
511,0.016081661
512,0.015728235
513,0.015706986
514,0.015707463
515,0.015411884
516,0.01571986
517,0.01599887
518,0.015532821
519,0.015463233
520,0.015387714
521,0.01572451
522,0.01573053
523,0.015076071
524,0.015252262
525,0.015584052
526,0.015711337
527,0.015698522
528,0.015730023
529,0.015641004
530,0.01571852
531,0.015567273
532,0.015457392
533,0.015206277
534,0.015460938
535,0.01601255
536,0.014886439
537,0.015301019
538,0.015348554
539,0.016082823
540,0.015574455
541,0.015679777
542,0.015526354
543,0.015190721
544,0.015152693
545,0.015726477
546,0.015637785
547,0.015021861
548,0.015221924
549,0.01572615
550,0.015721887
551,0.01567614
552,0.01571995
553,0.015497297
554,0.016051859
555,0.01500079
556,0.01572305
557,0.015527427
558,0.014869958
559,0.015049815
560,0.015281975
561,0.016108185
562,0.015565306
563,0.015601873
564,0.015264988
565,0.0150873065
566,0.016001076
567,0.014967889
568,0.015551329
569,0.015578955
570,0.016026616
571,0.01603204
572,0.016048104
573,0.014877558
574,0.015710562
575,0.015728027
576,0.015278339
577,0.015716732
578,0.01558131
579,0.016095042
580,0.01572308
581,0.015053004
582,0.015715778
583,0.016041517
584,0.016023546
585,0.015686989
586,0.016023278
587,0.015647054
588,0.015594125
589,0.016094655
590,0.01586023
591,0.015719473
592,0.015677273
593,0.015542805
594,0.01547727
595,0.015598476
596,0.015677512
597,0.015195966
598,0.016098648
599,0.015253007
600,0.015540957
601,0.015644014
602,0.015724003
603,0.015731037
604,0.015981048
605,0.015470266
606,0.015240133
607,0.015715212
608,0.015677035
609,0.015622407
610,0.015293151
611,0.015486002
612,0.01568392
613,0.014780432
614,0.015657574
615,0.015660584
616,0.014898539
617,0.01634553
618,0.015726328
619,0.016013592
620,0.015127808
621,0.01573217
622,0.015603811
623,0.015689433
624,0.015549034
625,0.015708745
626,0.01593405
627,0.015438646
628,0.015526563
629,0.016049087
630,0.015730023
631,0.015724957
632,0.015136629
633,0.015723199
634,0.015997797
635,0.015681088
636,0.01572001
637,0.015105307
638,0.015485406
639,0.015727222
640,0.01554203
641,0.015588671
642,0.01603055
643,0.015980065
644,0.01570633
645,0.015970796
646,0.015920818
647,0.015103191
648,0.015591919
649,0.015678942
650,0.015997112
651,0.015673965
652,0.015725642
653,0.015705734
654,0.015642911
655,0.015251458
656,0.015558749
657,0.015122533
658,0.015437275
659,0.015348256
660,0.015142173
661,0.01548776
662,0.015292436
663,0.014814258
664,0.01553458
665,0.015324175
666,0.0148668885
667,0.01545921
668,0.0154283345
669,0.015573621
670,0.015713304
671,0.015697777
672,0.01485917
673,0.015647411
674,0.01566109
675,0.015565574
676,0.015240908
677,0.01571533
678,0.015361011
679,0.016083896
680,0.01501897
681,0.014865667
682,0.014941961
683,0.015649319
684,0.015697896
685,0.015482783
686,0.014976114
687,0.015725225
688,0.01567027
689,0.015710235
690,0.015173644
691,0.015239209
692,0.015014857
693,0.01551187
694,0.015238881
695,0.015753895
696,0.015713602
697,0.015737504
698,0.0156130195
699,0.015693665
700,0.014969379
701,0.01567033
702,0.015536606
703,0.015660286
704,0.015186697
705,0.015727043
706,0.015668303
707,0.014792472
708,0.015511185
709,0.015536159
710,0.015607387
711,0.015700907
712,0.015375704
713,0.015604436
714,0.01563099
715,0.015053809
716,0.016112298
717,0.015958816
718,0.015556872
719,0.0152258575
720,0.015997797
721,0.016088337
722,0.015748024
723,0.015391618
724,0.015743583
725,0.015346438
726,0.016033828
727,0.01605463
728,0.0155133605
729,0.0154262185
730,0.0153611
731,0.01558879
732,0.015176326
733,0.016001731
734,0.015540957
735,0.016539782
736,0.015711337
737,0.01599729
738,0.014925122
739,0.016087443
740,0.016019464
741,0.015639395
742,0.015434086
743,0.01600796
744,0.015202343
745,0.015950501
746,0.016736746
747,0.015458524
748,0.015729427
749,0.015728861
750,0.016000181
751,0.015996128
752,0.015591681
753,0.01572752
754,0.015994996
755,0.016081095
756,0.015473157
757,0.016092002
758,0.015724003
759,0.016021073
760,0.014834851
761,0.016115636
762,0.015718818
763,0.015731752
764,0.015320957
765,0.015568733
766,0.015650988
767,0.01571554
768,0.01571709
769,0.014958173
770,0.015462935
771,0.015727282
772,0.016009688
773,0.0154565275
774,0.016399592
775,0.015699744
776,0.01606384
777,0.01572299
778,0.015443534
779,0.015188158
780,0.015592128
781,0.015646666
782,0.016121536
783,0.015516609
784,0.015723467
785,0.01603359
786,0.015934885
787,0.01564917
788,0.015466034
789,0.01593703
790,0.015497148
791,0.016014904
792,0.015274346
793,0.0157049
794,0.015386522
795,0.015230387
796,0.01550898
797,0.015231252
798,0.015454352
799,0.016059875
800,0.0154390335
801,0.015563041
802,0.015686482
803,0.015104175
804,0.014840841
805,0.015479445
806,0.015541136
807,0.015645027
808,0.015682071
809,0.015724927
810,0.015796691
811,0.015511841
812,0.015520215
813,0.015609831
814,0.016162962
815,0.015431523
816,0.014985204
817,0.015622973
818,0.015327841
819,0.015122592
820,0.01611349
821,0.016010374
822,0.015570998
823,0.015636593
824,0.015316874
825,0.015598834
826,0.015743107
827,0.0155000985
828,0.015206069
829,0.015288681
830,0.015719116
831,0.015734136
832,0.015684247
833,0.0152564645
834,0.015193284
835,0.015704155
836,0.01574114
837,0.015023887
838,0.014986664
839,0.015357107
840,0.015474111
841,0.014915258
842,0.015728146
843,0.016112506
844,0.015610784
845,0.015340656
846,0.015716732
847,0.015403658
848,0.015677571
849,0.015276104
850,0.015659034
851,0.01498124
852,0.01566562
853,0.015485883
854,0.015700698
855,0.015980065
856,0.016003966
857,0.015723884
858,0.016110927
859,0.01550898
860,0.015715122
861,0.014870524
862,0.015658766
863,0.015634865
864,0.016076207
865,0.016745746
866,0.014885932
867,0.015174478
868,0.015675575
869,0.015675992
870,0.01547882
871,0.016013652
872,0.015682101
873,0.015121877
874,0.015996248
875,0.01507616
876,0.01513505
877,0.015537024
878,0.015603602
879,0.015719801
880,0.015715927
881,0.015833944
882,0.015433133
883,0.016103387
884,0.015259534
885,0.015229493
886,0.015419453
887,0.015006006
888,0.014965057
889,0.014892161
890,0.016084194
891,0.015728831
892,0.016056955
893,0.015332967
894,0.015497506
895,0.015723288
896,0.015729368
897,0.015677124
898,0.01552242
899,0.015987307
900,0.015243441
901,0.016279519
902,0.0150837
903,0.015071392
904,0.016043216
905,0.015649438
906,0.01570633
907,0.0151592195
908,0.01568076
909,0.015186191
910,0.014130235
911,0.015542775
912,0.016042799
913,0.015715808
914,0.01799637
915,0.015157998
916,0.015121549
917,0.01572305
918,0.015525341
919,0.015734643
920,0.016004473
921,0.015706092
922,0.014833748
923,0.01600656
924,0.01573801
925,0.015267491
926,0.015367717
927,0.01525867
928,0.015581191
929,0.015719533
930,0.015722811
931,0.016752094
932,0.016033769
933,0.015724301
934,0.015003592
935,0.015725732
936,0.015463471
937,0.015592694
938,0.015877277
939,0.015675843
940,0.015415221
941,0.01567778
942,0.015641332
943,0.015724182
944,0.015649825
945,0.015468955
946,0.0157108
947,0.01553601
948,0.015720844
949,0.016014367
950,0.015131563
951,0.015467793
952,0.015516192
953,0.015442729
954,0.0154823065
955,0.01592058
956,0.015622616
957,0.01545018
958,0.015739113
959,0.015042722
960,0.015228212
961,0.015723705
962,0.01508069
963,0.015801907
964,0.015543312
965,0.015408844
966,0.016027272
967,0.01573062
968,0.015731573
969,0.016087323
970,0.015391618
971,0.0156009495
972,0.015547156
973,0.015639782
974,0.015723377
975,0.015736848
976,0.014837474
977,0.015353978
978,0.015533119
979,0.015532583
980,0.015438199
981,0.014963597
982,0.014860868
983,0.015137672
984,0.015319556
985,0.01571685
986,0.016061723
987,0.01480189
988,0.01605609
989,0.015614867
990,0.015346229
991,0.0160743
992,0.015276909
993,0.015681773
994,0.015065223
995,0.015471429
996,0.014867485
997,0.015214235
998,0.014975458
999,0.016068816
1000,0.014868259
1001,0.015812576
1002,0.015987217
1003,0.015464008
1004,0.014790982
1005,0.015482962
1006,0.014913976
1007,0.016131043
1008,0.015278637
1009,0.015640914
1010,0.014820665
1011,0.015462458
1012,0.015565991
1013,0.015726626
1014,0.01573214
1015,0.015571088
1016,0.01572591
1017,0.015668094
1018,0.0148307085
1019,0.015728116
1020,0.015704066
1021,0.015332341
1022,0.015255541
1023,0.015724123
1024,0.016437918
1025,0.0151973665
1026,0.015420198
1027,0.015557438
1028,0.015355021
1029,0.016248047
1030,0.015276223
1031,0.0155745745
1032,0.015681237
1033,0.015135497
1034,0.014788449
1035,0.015704483
1036,0.014799386
1037,0.01513657
1038,0.015657216
1039,0.015150845
1040,0.016016841
1041,0.01557073
1042,0.015505642
1043,0.015506625
1044,0.0153262615
1045,0.015716165
1046,0.015684038
1047,0.016020626
1048,0.015693754
1049,0.015669763
1050,0.01608625
1051,0.016044736
1052,0.015661746
1053,0.015726805
1054,0.01571393
1055,0.015489072
1056,0.015440315
1057,0.015713722
1058,0.015034795
1059,0.015724361
1060,0.015735388
1061,0.015606761
1062,0.015288681
1063,0.015723884
1064,0.01572761
1065,0.015234947
1066,0.015662134
1067,0.015607744
1068,0.016000688
1069,0.01417011
1070,0.016085833
1071,0.01571083
1072,0.0157336
1073,0.015722126
1074,0.015204877
1075,0.015539259
1076,0.015620321
1077,0.015677929
1078,0.015727252
1079,0.015538633
1080,0.015706986
1081,0.015623063
1082,0.015528351
1083,0.0151516795
1084,0.015340954
1085,0.015349239
1086,0.01569131
1087,0.016030282
1088,0.015467346
1089,0.015235662
1090,0.014923245
1091,0.015731275
1092,0.015589327
1093,0.015104622
1094,0.015650362
1095,0.01590696
